House_ID,Area,Bedrooms,Age,Price
136,2551,1,30,285100
137,1604,3,34,206400
138,2946,4,24,360600
139,3531,4,29,414100
140,2695,1,35,294500
141,3573,1,20,397300
142,2370,3,47,270000
143,1760,4,35,231000
144,3460,5,27,419000
145,2285,1,26,262500
146,3490,5,11,438000
147,1828,5,9,273800
148,1302,4,25,195200
149,3614,3,28,413400
150,1197,5,44,175700
151,1670,3,5,242000
152,3642,1,24,400200
153,1192,4,7,202200
154,1006,2,10,160600
155,1838,4,16,257800
156,2681,2,37,301100
157,3739,1,46,387900
158,2284,3,12,296400
159,1663,1,40,186300
160,3590,4,14,435000
161,1363,2,18,188300
162,1820,2,18,234000
163,895,4,9,170500
164,2723,4,27,335300
165,2557,1,36,279700
166,3332,5,24,409200
167,3078,2,14,363800
168,3596,4,34,415600
169,2478,1,15,292800
170,1340,5,36,198000
171,1859,3,26,239900
172,3372,4,4,423200
173,1983,5,23,275300
174,2522,3,1,331200
175,3957,3,39,436700
176,2619,1,48,273900
177,3425,2,34,378500
178,3529,4,32,410900
179,3404,5,41,399400
180,2397,3,31,288700
181,3860,2,31,425000
182,3493,3,15,414300
183,1595,4,44,205500
184,1851,4,37,238100
185,2443,1,44,260300
186,2163,4,43,263300
187,2781,4,22,346100
188,2154,4,25,280400
189,2463,2,4,312300
190,2329,5,6,326900
191,2838,5,33,350800
192,2296,4,49,270600
193,3037,5,9,394700
194,2208,4,21,289800
195,2200,5,20,300000
196,2106,5,18,292600
197,3480,3,41,387000
198,3475,2,38,379500
199,1772,3,44,213200
200,2568,3,24,312800
201,2082,5,12,296200
202,1509,1,42,168900
203,2279,1,18,269900
204,2234,2,6,287400
205,1448,4,30,204800
206,1117,5,1,210700
207,2057,2,43,232700
208,1483,3,44,184300
209,1463,5,3,243300
210,2798,3,0,359800
211,2431,2,46,267100
212,2295,1,49,240500
213,1936,2,22,241600
214,2653,5,46,319300
215,2320,5,16,316000
216,3289,4,21,397900
217,1363,1,34,162300
218,2091,5,7,302100
219,3984,1,6,452400
220,2436,5,0,343600
221,3799,1,24,415900
222,3952,2,50,415200
223,1498,1,23,186800
224,2960,3,49,327000
225,801,2,32,118100
226,1441,5,10,234100
227,3067,5,31,375700
228,2389,4,28,300900
229,1654,3,0,245400
230,2559,4,46,299900
231,3232,2,7,386200
232,2461,4,44,292100
233,1953,2,28,237300
234,1876,4,30,247600
235,2507,1,34,276700
236,3577,2,6,421700
237,2495,2,30,289500
238,2533,1,44,269300
239,2239,1,49,234900
240,3094,3,31,358400
241,1635,1,29,194500
242,1002,4,11,179200
243,922,1,34,118200
244,1200,1,9,171000
245,1566,2,25,201600
246,1093,2,4,175300
247,3127,1,22,350700
248,3731,3,8,445100
249,997,2,32,137700
250,3829,4,36,436900
251,2730,4,29,334000
252,3599,1,32,387900
253,2991,1,1,358100
254,1408,3,41,179800
255,1947,1,3,251700
256,986,5,25,173600
257,3311,5,29,402100
258,2594,1,34,285400
259,1459,5,9,236900
260,3611,4,30,421100
261,3802,1,14,426200
262,2755,4,20,345500
263,3250,4,5,410000
264,2169,5,0,316900
265,2786,3,9,349600
266,2334,4,1,322400
267,946,5,8,186600
268,3711,3,16,435100
269,2534,5,15,338400
270,2643,5,1,363300
271,1288,1,15,173800
272,3776,2,34,413600
273,2759,3,27,328900
274,2463,5,50,296300
275,3398,4,12,417800
276,3185,4,5,403500
277,3719,2,24,417900
278,1440,3,38,186000
279,2602,1,25,295200
280,3320,3,43,369000
281,2769,4,45,321900
282,2998,4,14,375800
283,2238,1,1,282800
284,2434,1,21,282400
285,1062,4,41,155200
286,2587,5,27,331700
287,2991,5,16,383100
288,3193,1,22,357300
289,1423,5,14,228300
290,1816,1,37,204600
291,1680,3,33,215000
292,2849,3,29,335900
293,3744,3,0,454400
294,2127,1,40,232700
295,3101,1,15,355100
296,1252,5,24,201200
297,3908,5,47,443800
298,1983,5,45,253300
299,3862,2,22,434200
300,2856,1,32,313600
301,3970,3,33,444000
302,2482,3,8,320200
303,3663,2,15,421300
304,3055,2,36,339500
305,1954,3,49,226400
306,1203,1,47,133300
307,2999,3,4,375900
308,2901,3,48,322100
309,3991,2,41,428100
310,2496,2,11,308600
311,1427,5,4,238700
312,1386,2,22,186600
313,2448,3,7,317800
314,2243,5,42,282300
315,2245,3,34,270500
316,903,1,15,135300
317,1053,1,19,146300
318,3983,2,27,441300
319,3357,5,29,406700
320,2296,4,10,309600
321,898,1,49,100800
322,3000,1,16,344000
323,2684,1,9,319400
324,3761,1,23,413100
325,2719,2,30,311900
326,1677,5,10,257700
327,1137,1,46,127700
328,3669,2,7,429900
329,1756,5,30,245600
330,2504,5,36,314400
331,960,4,36,150000
332,2403,3,32,288300
333,3648,1,8,416800
334,1197,2,45,144700
335,2100,5,2,308000
336,1615,4,48,203500
337,2327,3,12,300700
338,2719,5,27,344900
339,2215,5,23,298500
340,1958,1,9,246800
341,2018,3,41,240800
342,1200,3,36,164000
343,1439,2,14,199900
344,3904,4,41,439400
345,3535,2,27,396500
346,1259,4,36,179900
347,1754,2,0,245400
348,1269,4,12,204900
349,1845,1,3,241500
350,3597,4,39,410700
351,2493,2,29,290300
352,2885,3,2,366500
353,3077,5,19,388700
354,1362,4,34,192200
355,3285,4,26,392500
356,2599,3,47,292900
357,2874,1,11,336400
358,1025,2,44,128500
359,1597,1,50,169700
360,3131,4,40,363100
361,3726,4,15,447600
362,1759,1,31,204900
363,2304,2,50,250400
364,1252,4,32,183200
365,3867,4,15,461700
366,1615,1,28,193500
367,1458,5,26,219800
368,1346,3,30,184600
369,2015,4,50,241500
370,3920,2,23,439000
371,816,5,30,151600
372,2043,1,8,256300
373,3005,1,44,316500
374,3324,2,35,367400
375,1869,5,5,281900
376,3365,2,29,377500
377,2946,4,25,359600
378,2568,5,39,317800
379,1860,3,6,260000
380,3127,3,7,385700
381,3344,2,10,394400
382,1101,3,2,188100
383,980,2,3,165000
384,1406,4,32,198600
385,3970,4,19,468000
386,1499,2,4,215900
387,1792,4,33,236200
388,1939,3,13,260900
389,990,4,12,177000
390,3100,3,48,342000
391,1780,3,44,214000
392,3775,1,23,414500
393,2806,4,29,341600
394,1984,4,39,249400
395,927,2,10,152700
396,2865,2,8,348500
397,2616,5,12,349600
398,2558,3,12,323800
399,3413,1,31,370300
400,1369,3,6,210900
401,2146,4,10,294600
402,2695,5,48,321500
403,3533,3,41,392300
404,1425,5,0,242500
405,3701,3,27,423100
406,2486,4,7,331600
407,3809,4,14,456900
408,954,3,4,171400
409,3337,1,21,372700
410,2209,4,19,291900
411,1584,2,3,225400
412,3975,1,44,413500
413,1045,3,24,160500
414,3910,1,15,436000
415,2300,2,39,261000
416,2505,4,45,295500
417,3606,4,26,424600
418,1337,4,28,195700
419,2690,2,11,328000
420,2641,1,6,318100
421,1720,3,23,229000
422,3255,3,4,401500
423,1324,1,46,146400
424,3675,4,41,416500
425,2329,3,32,280900
426,3750,4,37,428000
427,835,5,39,144500
428,1484,5,42,206400
429,819,3,5,156900
430,3168,1,7,369800
431,3359,1,21,374900
432,1199,1,49,130900
433,3501,4,13,427100
434,1771,5,8,269100
435,2706,4,12,348600
436,3318,2,49,352800
437,1966,2,31,235600
438,1915,3,13,258500
439,1633,2,34,199300
440,2623,1,24,298300
441,3574,3,30,407400
442,2782,5,48,330200
443,1653,5,42,223300
444,850,2,44,111000
445,1374,2,19,188400
446,1948,5,41,253800
447,2997,2,36,333700
448,3161,2,6,380100
449,3417,4,9,422700
450,3152,5,5,410200
451,2515,5,24,327500
452,1481,2,49,169100
453,1637,1,5,218700
454,1877,4,44,233700
455,3850,1,16,429000
456,3291,2,21,378100
457,3460,5,22,424000
458,3840,1,28,416000
459,3111,3,6,385100
460,3924,1,34,418400
461,2395,5,38,301500
462,3851,2,19,436100
463,804,1,25,115400
464,1926,2,28,234600
465,2019,4,28,263900
466,1573,3,6,231300
467,1676,5,33,234600
468,1791,5,4,275100
469,3731,2,12,431100
470,846,3,5,159600
471,3714,5,31,440400
472,3670,1,35,392000
473,3783,5,32,446300
474,3503,1,42,368300
475,1068,5,32,174800
476,1169,1,18,158900
477,1435,4,40,193500
478,1929,2,17,245900
479,2493,4,13,326300
480,2482,1,20,288200
481,1456,2,38,177600
482,919,3,33,138900
483,1630,1,30,193000
484,2610,5,16,345000
485,1881,5,6,282100
486,2774,3,20,337400
487,2169,4,6,300900
488,1540,1,0,214000
489,916,5,21,170600
490,2653,2,21,314300
491,3638,3,22,421800
492,1950,4,27,258000
493,2731,4,39,324100
494,1812,2,45,206200
495,2464,2,29,287400
496,1881,3,44,224100
497,1433,2,9,204300
498,1312,5,11,220200
499,3649,4,44,410900
500,1919,2,15,246900
501,1941,1,20,234100
502,1359,2,12,193900
503,1287,4,46,172700
504,1696,5,3,266600
505,2012,2,36,235200
506,1503,5,29,221300
507,2270,1,25,262000
508,1380,4,13,215000
509,3637,3,36,407700
510,3708,4,24,436800
511,3094,3,38,351400
512,3947,3,26,448700
513,953,4,13,172300
514,2479,3,1,326900
515,1796,5,1,278600
516,3957,1,32,423700
517,3544,2,1,423400
518,2043,3,33,251300
519,1892,3,24,245200
520,3918,4,44,437800
521,1808,5,36,244800
522,2941,2,26,338100
523,2573,3,25,312300
524,1757,5,46,229700
525,3859,2,21,434900
526,1252,4,46,169200
527,2027,3,6,276700
528,3759,4,12,453900
529,3065,4,47,349500
530,3321,3,50,362100
531,3279,5,27,400900
532,3188,5,44,374800
533,1350,4,27,198000
534,2435,4,23,310500
535,2112,1,34,237200
536,2557,2,32,293700
537,1156,4,36,169600
538,2870,4,8,369000
539,2585,2,49,279500
540,3369,3,2,414900
541,2581,5,1,357100
542,3971,3,21,456100
543,3649,2,20,414900
544,3609,2,36,394900
545,3289,1,23,365900
546,2431,1,13,290100
547,3616,5,32,429600
548,1815,4,16,255500
549,2148,2,20,264800
550,1315,1,12,179500
551,3887,3,43,425700
552,3639,1,50,373900
553,1135,3,43,150500
554,2582,1,39,279200
555,3105,3,10,380500
556,1296,1,1,188600
557,1695,1,36,193500
558,3007,5,27,373700
559,1651,4,2,253100
560,2487,2,14,304700
561,2731,4,45,318100
562,3537,5,23,430700
563,3227,3,7,395700
564,2368,4,5,321800
565,1756,2,31,214600
566,3538,2,40,383800
567,2436,3,50,273600
568,2091,2,34,245100
569,2240,5,12,312000
570,1991,4,27,262100
571,1866,2,41,215600
572,1084,4,3,195400
573,3244,1,30,354400
574,811,4,0,171100
575,2430,3,29,294000
576,3346,5,7,427600
577,1553,2,39,186300
578,2882,5,45,343200
579,3574,4,13,434400
580,3696,2,43,396600
581,889,5,27,161900
582,1575,3,33,204500
583,3452,1,38,367200
584,3817,1,3,438700
585,2425,3,23,299500
586,3869,1,26,420900
587,1217,3,41,160700
588,914,4,10,171400
589,1416,3,22,199600
590,1625,1,41,181500
591,2449,4,31,303900
592,2316,3,49,262600
593,3946,3,3,471600
594,1212,4,18,193200
595,1528,2,6,216800
596,3868,1,32,414800
597,3608,2,13,417800
598,1475,4,12,225500
599,2692,4,5,354200
600,3304,5,18,412400
601,3767,5,8,468700
602,3039,4,34,359900
603,3586,5,48,410600
604,1922,3,50,222200
605,2371,2,47,260100
606,1777,4,25,242700
607,1808,3,3,257800
608,2943,1,47,307300
609,2487,1,27,281700
610,3510,5,26,425000
611,836,5,50,133600
612,2348,3,43,271800
613,3126,1,6,366600
614,3064,4,8,388400
615,3714,2,33,408400
616,1672,5,7,260200
617,2621,3,9,333100
618,2096,5,0,309600
619,2909,3,49,321900
620,1395,1,7,192500
621,2703,5,44,326300
622,1528,3,38,194800
623,2165,3,45,251500
624,1196,5,38,181600
625,1498,2,16,203800
626,3890,4,17,462000
627,3024,1,33,329400
628,2435,5,34,309500
629,1195,5,50,169500
630,3292,2,2,397200
631,875,1,11,136500
632,1064,5,3,203400
633,3302,2,35,365200
634,2619,4,8,343900
635,1517,3,34,197700
636,3582,4,2,446200
637,1650,4,24,231000
638,2190,4,25,284000
639,943,4,36,148300
640,1684,3,47,201400
641,3940,1,26,428000
642,3970,1,27,430000
643,1195,2,18,171500
644,3896,2,23,436600
645,3795,5,36,443500
646,3738,4,39,424800
647,2292,4,43,276200
648,1967,3,37,239700
649,3416,4,24,407600
650,1862,3,33,233200
651,2956,5,14,381600
652,1865,2,15,241500
653,2009,2,3,267900
654,3782,5,25,453200
655,3245,5,46,378500
656,1433,4,38,195300
657,1956,2,46,219600
658,2038,1,25,238800
659,1532,5,47,206200
660,1034,2,27,146400
661,3505,2,48,372500
662,1550,3,36,199000
663,3435,2,37,376500
664,3880,5,35,453000
665,3945,4,9,475500
666,1753,2,32,213300
667,3339,1,7,386900
668,3760,5,37,439000
669,2342,4,41,283200
670,1997,4,35,254700
671,2476,5,20,327600
672,1991,4,44,245100
673,3017,1,49,312700
674,2216,2,19,272600
675,3793,5,33,446300
676,3642,2,37,397200
677,3481,2,42,376100
678,2017,4,27,264700
679,2340,5,31,303000
680,2876,2,11,346600
681,2245,3,8,296500
682,3186,1,42,336600
683,2319,4,14,307900
684,2188,5,12,306800
685,2656,5,1,364600
686,2165,4,19,287500
687,1299,2,13,186900
688,2480,4,41,297000
689,1310,5,14,217000
690,1016,3,28,153600
691,2124,2,20,262400
692,1955,4,9,276500
693,2627,5,40,322700
694,3941,5,37,457100
695,2610,5,20,341000
696,3292,3,34,375200
697,3723,2,43,399300
698,2005,4,16,274500
699,3014,2,43,328400
700,890,5,3,186000
701,1513,3,13,218300
702,2681,3,39,309100
703,838,5,31,152800
704,3997,2,17,452700
705,972,2,33,134200
706,1452,3,31,194200
707,1553,1,13,202300
708,2043,3,35,249300
709,1881,3,33,235100
710,2483,4,5,333300
711,3323,3,39,373300
712,1255,1,34,151500
713,1628,3,14,228800
714,1694,2,50,189400
715,2184,4,19,289400
716,2758,4,27,338800
717,3872,3,36,431200
718,3234,4,50,363400
719,2796,4,37,332600
720,3195,3,20,379500
721,989,1,23,135900
722,1304,3,9,201400
723,2014,2,35,236400
724,2331,5,8,325100
725,1623,1,21,201300
726,1728,3,41,211800
727,1733,1,36,197300
728,1940,5,15,279000
729,933,4,42,141300
730,2905,4,23,357500
731,1484,5,3,245400
732,3519,4,43,398900
733,3020,1,22,340000
734,2652,4,41,314200
735,1614,5,21,240400
736,1972,5,1,296200
737,879,5,27,160900
738,3733,2,18,425300
739,1002,1,19,141200
740,3611,5,27,434100
741,2052,1,41,224200
742,2499,2,23,296900
743,2050,1,26,239000
744,2482,3,43,285200
745,2355,2,1,304500
746,2894,2,6,353400
747,2056,4,0,295600
748,2349,5,10,324900
749,1966,2,50,216600
750,2196,1,30,249600
751,3503,3,29,401300
752,1270,1,12,175000
753,3818,1,23,418800
754,1835,3,17,246500
755,2153,4,12,293300
756,3583,5,16,442300
757,3631,2,45,388100
758,1767,5,47,229700
759,1157,4,29,176700
760,3819,3,18,443900
761,1467,5,11,235700
762,1172,1,25,152200
763,1831,2,17,236100
764,1945,2,11,253500
765,2171,4,43,264100
766,3523,4,49,393300
767,889,3,41,127900
768,3545,4,1,443500
769,1339,5,19,214900
770,3579,2,5,422900
771,1668,3,0,246800
772,840,4,25,149000
773,1539,1,6,207900
774,2746,2,31,313600
775,3349,3,32,382900
776,3806,2,9,441600
777,2024,5,44,258400
778,1728,4,40,222800
779,2836,4,14,359600
780,3308,4,30,390800
781,3579,1,23,394900
782,3599,5,28,431900
783,1724,1,17,215400
784,3756,5,6,469600
785,2381,5,33,305100
786,1189,5,13,205900
787,2417,4,19,312700
788,3730,4,28,435000
789,1055,4,36,159500
790,1508,1,41,169800
791,2638,3,30,313800
792,2744,5,18,356400
793,3297,1,22,367700
794,809,4,6,164900
795,3671,4,5,452100
796,1597,3,34,205700
797,1676,4,28,229600
798,1828,5,12,270800
799,3990,2,38,431000
800,1815,4,24,247500
801,2624,3,33,309400
802,1173,2,18,169300
803,3936,5,3,490600
804,2993,5,23,376300
805,1023,5,32,170300
806,2062,3,42,244200
807,3024,2,1,371400
808,2602,5,1,359200
809,1652,4,13,242200
810,862,2,49,107200
811,2040,5,10,294000
812,3674,2,33,404400
813,3642,4,37,417200
814,1488,1,27,181800
815,2284,5,38,290400
816,2433,4,21,312300
817,2952,3,41,334200
818,3970,5,32,465000
819,1310,1,37,154000
820,1184,4,30,178400
821,1204,4,13,197400
822,3670,2,37,400000
823,1317,5,8,223700
824,1275,1,23,164500
825,2800,3,28,332000
826,3556,2,4,421600
827,2468,5,41,305800
828,2693,1,38,291300
829,3618,2,26,405800
830,2260,1,7,279000
831,3894,1,28,421400
832,3844,2,11,443400
833,3524,2,7,415400
834,1513,5,41,210300
835,882,2,40,118200
836,1968,5,20,276800
837,3956,1,47,408600
838,3949,2,46,418900
839,3304,5,8,422400
840,2701,5,13,357100
841,2848,3,0,364800
842,850,5,30,155000
843,1484,5,15,233400
844,1516,3,38,193600
845,2269,4,26,290900
846,1248,2,10,184800
847,1680,3,1,247000
848,1287,5,30,198700
849,2623,5,49,313300
850,2881,2,23,335100
851,2942,1,38,316200
852,3943,3,2,472300
853,2374,4,47,280400
854,3001,2,3,367100
855,1049,2,29,145900
856,1473,3,2,225300
857,1237,5,3,220700
858,2965,5,12,384500
859,1570,4,13,234000
860,1067,3,9,177700
861,2784,2,13,335400
862,1877,3,16,251700
863,1035,1,21,142500
864,1188,2,45,143800
865,3837,4,36,437700
866,1562,4,20,226200
867,2648,2,24,310800
868,3248,5,2,422800
869,1423,2,18,194300
870,3614,2,31,400400
871,3766,1,14,422600
872,2052,2,40,235200
873,3700,3,23,427000
874,1377,3,8,209700
875,2922,4,9,373200
876,1234,5,47,176400
877,2950,4,31,354000
878,1563,1,39,177300
879,3585,2,6,422500
880,3653,4,45,410300
881,2129,2,49,233900
882,2945,4,26,358500
883,3645,2,14,420500
884,2158,4,43,262800
885,3706,3,20,430600
886,3282,1,9,379200
887,1246,4,22,192600
888,2817,3,4,357700
889,2131,5,48,265100
890,1048,4,5,189800
891,965,2,21,145500
892,3831,1,27,416100
893,2158,3,18,277800
894,1819,3,48,213900
895,1341,1,13,181100
896,1558,4,47,198800
897,3977,2,6,461700
898,2928,5,14,378800
899,2980,4,31,357000
900,1596,1,21,198600
901,3747,4,45,419700
902,937,4,20,163700
903,3031,1,18,345100
904,2153,1,12,263300
905,3632,5,21,442200
906,2675,1,9,318500
907,3831,1,45,398100
908,868,1,45,101800
909,3393,3,43,376300
910,2900,1,23,327000
911,2273,1,7,280300
912,1004,1,7,153400
913,2973,5,48,349300
914,842,4,48,126200
915,2706,1,38,292600
916,2958,1,49,306800
917,1560,5,18,238000
918,3695,4,41,418500
919,2942,5,17,377200
920,2794,2,32,317400
921,2735,2,47,296500
922,1699,2,36,203900
923,1159,1,28,147900
924,3747,5,31,443700
925,2519,1,7,304900
926,1080,2,31,147000
927,2687,4,11,347700
928,1466,4,21,215600
929,892,5,19,170200
930,1471,4,44,193100
931,2769,2,25,321900
932,860,5,16,170000
933,3481,5,41,407100
934,3922,2,33,429200
935,1828,2,30,222800
936,2289,2,17,281900
937,1403,2,2,208300
938,1481,5,17,231100
939,3381,4,19,409100
940,2228,2,20,272800
941,3685,3,34,414500
942,3492,5,41,408200
943,3080,1,42,326000
944,1323,4,29,193300
945,3193,5,35,384300
946,3917,2,3,458700
947,3393,3,14,405300
948,2768,1,47,289800
949,1901,4,6,274100
950,2553,2,31,294300
951,2636,5,32,331600
952,3944,5,12,482400
953,3641,4,16,438100
954,3096,3,39,350600
955,2894,2,37,322400
956,1944,4,5,279400
957,3061,4,49,347100
958,3086,5,3,405600
959,1879,4,14,263900
960,3197,1,7,372700
961,906,1,33,117600
962,3678,2,50,387800
963,847,4,29,145700
964,1136,5,22,191600
965,1849,2,8,246900
966,3651,3,23,422100
967,2080,5,43,265000
968,2855,3,7,358500
969,1424,2,49,163400
970,2690,1,5,324000
971,2076,5,24,283600
972,2515,5,12,339500
973,3566,2,33,393600
974,1102,5,24,186200
975,1438,5,17,226800
976,855,2,8,147500
977,1525,4,32,210500
978,1325,2,5,197500
979,1273,5,13,214300
980,827,2,5,147700
981,2925,5,17,375500
982,1164,3,42,154400
983,3513,3,38,393300
984,1325,1,25,167500
985,3546,2,35,389600
986,2135,2,35,248500
987,1682,3,10,238200
988,1830,3,17,246000
989,1826,3,14,248600
990,2446,1,29,275600
991,1718,1,40,191800
992,3597,4,24,425700
993,3210,2,15,376000
994,2574,1,11,306400
995,2331,5,13,320100
996,3653,2,46,389300
997,3586,4,12,436600
998,2706,3,38,312600
999,3886,4,29,449600
1000,2015,2,35,236500
1001,2454,3,45,280400
1002,1284,4,15,203400
1003,2875,4,0,377500
1004,1513,2,40,181300
1005,1862,1,28,218200
1006,2776,5,26,351600
1007,2096,4,12,287600
1008,2054,5,16,289400
1009,2933,2,27,336300
1010,925,2,19,143500
1011,3659,1,50,375900
1012,1336,3,4,209600
1013,2992,5,23,376200
1014,2872,4,8,369200
1015,2403,3,32,288300
1016,866,5,33,153600
1017,1032,5,45,158200
1018,2956,3,26,349600
1019,1969,3,36,240900
1020,2958,1,32,323800
1021,3075,4,47,350500
1022,910,4,37,144000
1023,2293,4,28,291300
1024,2881,3,37,331100
1025,1422,1,34,168200
1026,3595,2,19,410500
1027,3442,1,18,386200
1028,3272,3,4,403200
1029,3460,1,24,382000
1030,2341,3,28,286100
1031,3539,5,25,428900
1032,2105,5,45,265500
1033,2561,2,50,276100
1034,2775,5,1,376500
1035,3162,2,14,372200
1036,1676,4,44,213600
1037,2789,3,5,353900
1038,2112,4,0,301200
1039,2260,4,8,308000
1040,3509,2,42,378900
1041,3124,3,15,377400
1042,2533,2,13,310300
1043,2405,1,9,291500
1044,2326,4,18,304600
1045,3471,3,50,377100
1046,3363,4,7,419300
1047,3690,1,47,382000
1048,3197,1,11,368700
1049,2430,3,5,318000
1050,3670,3,34,413000
1051,1960,1,5,251000
1052,1558,4,5,240800
1053,3746,5,34,440600
1054,1042,4,43,151200
1055,3390,5,10,429000
1056,1863,2,37,219300
1057,1028,3,26,156800
1058,3395,1,25,374500
1059,1719,2,27,214900
1060,2046,4,7,287600
1061,805,5,24,156500
1062,1267,3,18,188700
1063,2555,5,15,340500
1064,874,4,49,128400
1065,803,4,25,145300
1066,2670,1,43,284000
1067,1445,2,14,200500
1068,917,3,38,133700
1069,3728,1,11,421800
1070,2429,5,23,319900
1071,3351,2,12,393100
1072,2821,3,16,346100
1073,1746,5,12,262600
1074,3421,3,16,406100
1075,2264,3,42,264400
1076,993,2,0,169300
1077,1646,5,10,254600
1078,3562,1,19,397200
1079,2215,1,30,251500
1080,3897,1,43,406700
1081,2258,3,34,271800
1082,3020,4,38,354000
1083,2468,2,5,311800
1084,3173,1,34,343300
1085,2233,2,27,266300
1086,1941,3,50,224100
1087,3683,2,40,398300
1088,2610,1,43,278000
1089,1523,1,0,212300
1090,1024,3,15,167400
1091,1331,3,48,165100
1092,912,5,44,147200
1093,2987,3,11,367700
1094,1358,4,27,198800
1095,2848,4,14,360800
1096,2937,1,7,346700
1097,1453,3,3,222300
1098,1119,4,30,171900
1099,2373,4,45,282300
1100,2628,5,29,333800
1101,2717,3,34,317700
1102,938,5,5,188800
1103,3692,2,37,402200
1104,2826,5,20,362600
1105,3106,2,29,351600
1106,1701,2,15,225100
1107,1489,3,7,221900
1108,2839,2,26,327900
1109,809,2,32,118900
1110,1060,5,42,164000
1111,2742,3,11,343200
1112,2473,3,42,285300
1113,3019,2,44,327900
1114,3745,5,41,433500
1115,2860,5,22,364000
1116,1991,5,45,254100
1117,2419,5,38,303900
1118,1120,1,45,127000
1119,2142,2,50,234200
1120,2436,2,50,263600
1121,3176,2,0,387600
1122,3632,3,6,437200
1123,3624,3,35,407400
1124,2794,5,24,355400
1125,3758,3,20,435800
1126,2743,4,36,328300
1127,2838,2,11,342800
1128,1918,2,31,230800
1129,2404,1,48,252400
1130,3165,1,37,339500
1131,1035,4,15,178500
1132,2769,1,0,336900
1133,1133,5,43,170300
1134,2708,5,25,345800
1135,1175,2,13,174500
1136,1960,5,5,291000
1137,3435,1,40,363500
1138,2370,4,50,277000
1139,3360,5,19,417000
1140,2119,2,2,279900
1141,3765,2,42,404500
1142,2655,1,11,314500
1143,2172,5,32,285200
1144,1672,1,48,179200
1145,2052,2,49,226200
1146,3117,4,44,357700
1147,2651,5,0,365100
1148,3645,4,18,436500
1149,2114,5,1,310400
1150,1524,2,22,200400
1151,2852,5,44,341200
1152,3698,2,7,432800
1153,877,3,33,134700
1154,3421,2,3,409100
1155,931,2,7,156100
