Customer_ID,Age,Income,Owns_Home,Previous_Purchase,Will_Buy
138,26,77,0,0,0
139,41,43,1,1,1
140,47,41,0,0,0
141,21,60,0,0,0
142,25,24,1,0,0
143,47,105,0,0,1
144,47,23,0,1,0
145,39,101,1,1,1
146,49,113,1,1,1
147,30,116,1,0,1
148,47,78,0,1,1
149,44,41,1,0,0
150,58,79,1,1,1
151,52,89,1,0,1
152,20,30,0,0,0
153,46,65,0,0,0
154,32,60,0,1,1
155,22,26,1,1,0
156,58,43,1,1,1
157,25,27,0,1,0
158,27,31,0,1,0
159,46,29,1,1,1
160,28,30,0,1,0
161,56,39,1,0,0
162,52,63,1,1,1
163,43,42,1,0,0
164,34,41,0,1,0
165,51,64,0,0,0
166,51,41,0,0,0
167,43,58,1,1,1
168,31,60,0,1,1
169,58,75,1,0,1
170,21,86,1,1,1
171,22,54,1,1,1
172,56,35,1,1,1
173,36,37,0,1,0
174,21,32,0,0,0
175,21,41,0,1,0
176,47,28,1,1,1
177,42,89,1,1,1
178,56,28,1,1,1
179,51,37,0,0,0
180,52,83,0,0,1
181,20,116,1,0,1
182,38,57,0,1,1
183,21,70,0,0,0
184,45,77,0,1,1
185,51,41,1,1,1
186,25,116,0,1,1
187,51,75,1,0,1
188,23,48,1,0,0
189,30,74,0,0,0
190,36,99,0,1,1
191,57,23,0,0,0
192,43,55,0,0,0
193,24,93,0,1,1
194,53,51,1,1,1
195,25,115,1,0,1
196,41,33,0,0,0
197,30,103,0,1,1
198,35,37,0,0,0
199,52,86,1,0,1
200,28,89,1,0,1
201,25,101,0,0,1
202,35,115,1,1,1
203,48,28,0,0,0
204,22,45,0,0,0
205,39,67,1,1,1
206,55,38,0,0,0
207,38,89,1,0,1
208,45,21,1,0,0
209,22,47,1,0,0
210,38,103,0,1,1
211,39,97,0,1,1
212,51,116,1,1,1
213,26,87,1,0,1
214,52,72,1,1,1
215,59,111,1,1,1
216,58,61,1,1,1
217,37,49,0,1,0
218,59,37,1,0,0
219,20,28,0,1,0
220,30,26,0,0,0
221,47,119,1,0,1
222,44,72,1,0,1
223,42,98,1,1,1
224,50,110,0,1,1
225,49,24,1,1,0
226,54,62,0,0,0
227,26,88,0,0,1
228,35,105,1,0,1
229,45,106,1,0,1
230,21,32,0,0,0
231,20,89,1,1,1
232,31,66,1,1,1
233,24,64,0,0,0
234,56,117,0,1,1
235,51,21,1,1,0
236,28,28,0,0,0
237,54,41,0,1,0
238,38,109,1,1,1
239,35,39,0,1,0
240,22,93,1,1,1
241,39,104,1,1,1
242,43,79,1,0,1
243,52,30,0,1,0
244,43,40,0,0,0
245,30,101,0,1,1
246,27,85,0,0,0
247,55,72,1,0,1
248,57,119,0,1,1
249,59,112,1,0,1
250,39,41,0,0,0
251,54,99,1,0,1
252,44,43,0,0,0
253,54,85,0,0,1
254,44,114,1,1,1
255,48,45,1,0,0
256,37,90,1,0,1
257,37,55,0,0,0
258,21,56,1,1,1
259,54,37,1,1,1
260,35,46,1,1,1
261,55,113,0,0,1
262,52,93,1,1,1
263,23,114,1,1,1
264,52,99,0,0,1
265,33,38,1,0,0
266,40,77,0,1,1
267,39,55,0,0,0
268,27,52,0,1,0
269,26,80,1,1,1
270,22,25,0,1,0
271,36,99,0,1,1
272,52,23,0,0,0
273,31,28,0,1,0
274,41,44,1,1,1
275,41,42,0,0,0
276,49,87,0,0,1
277,57,76,0,0,1
278,57,88,1,1,1
279,27,45,0,0,0
280,46,110,1,1,1
281,46,23,0,1,0
282,53,40,0,1,0
283,40,44,0,1,0
284,49,94,1,1,1
285,52,50,1,1,1
286,47,100,1,0,1
287,52,26,1,1,1
288,24,110,0,0,1
289,38,32,0,1,0
290,23,74,1,1,1
291,54,114,0,1,1
292,36,87,0,0,1
293,47,28,0,0,0
294,49,77,1,0,1
295,48,62,1,0,1
296,25,49,0,1,0
297,54,107,1,1,1
298,56,87,1,0,1
299,43,80,1,0,1
300,48,86,1,0,1
301,50,73,1,1,1
302,54,58,1,1,1
303,52,48,0,1,1
304,40,40,0,0,0
305,51,31,0,1,0
306,42,101,1,0,1
307,52,88,1,0,1
308,22,42,0,1,0
309,37,36,0,0,0
310,44,80,0,1,1
311,50,50,1,1,1
312,22,31,0,1,0
313,59,67,0,1,1
314,43,41,1,0,0
315,51,71,0,0,0
316,41,24,1,0,0
317,42,103,1,1,1
318,21,99,0,1,1
319,46,93,1,0,1
320,21,82,0,0,0
321,45,95,0,0,1
322,36,25,0,0,0
323,59,106,1,0,1
324,52,83,1,0,1
325,28,77,1,1,1
326,58,44,1,0,0
327,48,104,1,1,1
328,45,102,0,0,1
329,54,72,0,1,1
330,44,117,0,0,1
331,43,39,0,0,0
332,32,22,1,0,0
333,26,83,0,0,0
334,55,26,1,1,1
335,39,22,0,0,0
336,20,62,1,1,1
337,27,64,0,0,0
338,35,23,0,0,0
339,33,53,0,1,0
340,31,89,1,1,1
341,42,104,1,0,1
342,34,63,0,1,1
343,47,61,1,1,1
344,53,77,0,1,1
345,21,71,0,1,1
346,51,87,1,1,1
347,42,68,0,1,1
348,41,31,0,0,0
349,44,70,0,1,1
350,41,104,0,0,1
351,41,117,1,0,1
352,25,26,1,0,0
353,34,81,1,1,1
354,56,78,0,0,1
355,52,59,0,0,0
356,27,69,1,0,1
357,24,59,1,0,0
358,58,104,1,0,1
359,23,44,0,0,0
360,25,25,0,0,0
361,51,110,0,1,1
362,49,83,0,0,1
363,54,118,1,0,1
364,59,63,0,1,1
365,35,20,1,0,0
366,32,100,1,0,1
367,49,24,0,0,0
368,38,63,0,1,1
369,36,77,1,0,1
370,38,115,1,1,1
371,47,37,0,1,0
372,45,64,1,0,1
373,56,77,0,1,1
374,45,60,0,0,0
375,42,54,1,1,1
376,28,55,0,1,0
377,31,61,0,0,0
378,20,93,0,1,1
379,20,21,1,1,0
380,53,37,1,0,0
381,51,54,0,1,1
382,44,41,0,0,0
383,59,74,0,0,1
384,20,88,1,0,1
385,35,66,1,1,1
386,58,43,0,0,0
387,24,51,0,0,0
388,41,117,1,1,1
389,48,30,0,1,0
390,22,29,1,1,0
391,31,106,1,0,1
392,45,93,0,1,1
393,35,62,0,1,1
394,56,26,0,1,0
395,41,67,0,1,1
396,48,96,1,0,1
397,33,42,1,0,0
398,47,94,0,1,1
399,24,118,1,1,1
400,49,27,1,0,0
401,24,106,0,1,1
402,31,119,0,0,1
403,35,26,1,1,0
404,45,29,1,1,1
405,45,31,1,1,1
406,40,114,0,1,1
407,58,94,0,0,1
408,55,56,0,1,1
409,52,45,1,1,1
410,49,24,0,0,0
411,56,70,0,0,0
412,42,66,0,1,1
413,29,26,0,1,0
414,24,55,1,1,1
415,55,26,1,0,0
416,53,58,0,1,1
417,50,61,0,0,0
418,29,119,1,0,1
419,38,73,1,1,1
420,51,25,1,1,1
421,20,104,1,1,1
422,24,84,0,1,1
423,23,21,1,1,0
424,35,86,0,0,1
425,43,117,0,1,1
426,35,33,1,1,1
427,21,108,0,0,1
428,47,99,1,0,1
429,51,98,0,1,1
430,46,43,0,0,0
431,39,60,0,0,0
432,43,91,0,0,1
433,31,73,1,1,1
434,54,21,1,0,0
435,52,109,1,1,1
436,52,37,0,0,0
437,56,37,1,0,0
438,31,38,0,0,0
439,22,56,1,0,0
440,20,116,1,0,1
441,52,115,0,0,1
442,59,108,1,0,1
443,29,110,1,0,1
444,48,40,0,1,0
445,32,106,1,1,1
446,31,81,0,0,0
447,50,94,1,0,1
448,21,40,1,0,0
449,54,62,0,1,1
450,42,114,0,0,1
451,36,77,1,0,1
452,45,54,1,0,0
453,27,118,1,1,1
454,48,35,0,1,0
455,45,71,0,1,1
456,29,50,0,0,0
457,45,96,0,1,1
458,53,102,0,1,1
459,26,29,0,1,0
460,23,67,1,1,1
461,30,88,0,1,1
462,48,83,0,0,1
463,55,68,1,0,1
464,44,23,0,0,0
465,40,59,0,0,0
466,55,95,0,1,1
467,29,79,0,1,1
468,56,60,0,0,0
469,28,109,0,0,1
470,43,66,1,1,1
471,54,62,1,1,1
472,54,83,1,1,1
473,55,34,0,0,0
474,37,115,0,0,1
475,58,48,1,0,0
476,51,49,0,1,1
477,43,48,1,1,1
478,42,110,0,0,1
479,51,98,0,0,1
480,56,119,1,1,1
481,31,111,1,1,1
482,32,99,1,1,1
483,42,93,1,1,1
484,44,53,0,0,0
485,54,82,0,1,1
486,49,31,0,0,0
487,36,44,1,0,0
488,39,27,1,0,0
489,44,115,1,0,1
490,41,107,0,0,1
491,32,24,1,0,0
492,38,38,1,0,0
493,55,94,1,1,1
494,31,100,0,1,1
495,38,47,1,0,0
496,31,43,0,0,0
497,28,57,1,1,1
498,26,95,0,0,1
499,47,50,1,0,0
500,33,90,1,1,1
501,50,67,0,1,1
502,38,22,0,1,0
503,35,95,1,1,1
504,24,109,1,0,1
505,54,22,0,1,0
506,31,66,0,0,0
507,44,57,0,1,1
508,40,48,0,1,0
509,55,64,0,0,0
510,42,40,1,0,0
511,35,68,0,0,0
512,58,68,0,0,0
513,58,112,0,1,1
514,33,112,0,1,1
515,50,109,0,1,1
516,24,99,1,0,1
517,54,94,1,0,1
518,42,45,0,1,0
519,48,49,0,0,0
520,30,106,1,1,1
521,37,92,0,0,1
522,31,47,0,1,0
523,28,41,1,1,1
524,29,47,1,0,0
525,36,95,1,0,1
526,57,83,0,1,1
527,26,102,1,0,1
528,32,38,1,1,1
529,59,66,1,0,1
530,28,103,1,0,1
531,46,66,1,1,1
532,21,103,0,0,1
533,24,67,1,0,0
534,48,21,0,1,0
535,56,42,1,0,0
536,57,101,1,1,1
537,38,104,1,0,1
538,27,114,0,0,1
539,20,24,0,0,0
540,41,91,0,1,1
541,36,62,0,0,0
542,26,98,1,1,1
543,44,33,1,1,1
544,23,47,1,0,0
545,55,93,1,1,1
546,25,25,1,0,0
547,50,39,0,1,0
548,38,87,0,1,1
549,58,86,1,1,1
550,46,50,1,0,0
551,29,69,1,0,1
552,45,103,0,0,1
553,38,62,0,0,0
554,58,108,1,0,1
555,22,108,0,1,1
556,32,31,0,0,0
557,47,67,1,0,1
558,39,103,0,1,1
559,47,47,1,1,1
560,27,114,1,0,1
561,58,92,1,1,1
562,20,92,1,0,1
563,22,58,1,1,1
564,32,28,0,0,0
565,47,52,1,0,0
566,44,119,1,1,1
567,52,105,0,0,1
568,57,62,1,1,1
569,25,20,1,1,0
570,51,97,0,0,1
571,40,100,1,1,1
572,35,107,1,1,1
573,40,92,1,0,1
574,30,29,0,1,0
575,56,37,0,0,0
576,55,28,1,1,1
577,54,32,0,1,0
578,38,62,1,1,1
579,39,117,1,1,1
580,37,23,1,0,0
581,33,62,1,0,0
582,34,114,1,0,1
583,50,50,0,1,1
584,20,110,0,1,1
585,22,44,0,1,0
586,35,107,0,0,1
587,42,95,1,1,1
588,30,104,1,0,1
589,31,36,0,0,0
590,29,85,0,1,1
591,51,47,0,1,1
592,35,33,1,0,0
593,27,92,0,1,1
594,57,87,0,1,1
595,31,88,0,1,1
596,43,32,0,1,0
597,47,104,0,1,1
598,27,33,1,1,0
599,47,37,1,1,1
600,55,28,0,0,0
601,45,109,0,0,1
602,27,63,0,1,1
603,47,46,1,0,0
604,47,60,1,1,1
605,56,104,1,0,1
606,55,75,1,0,1
607,46,113,1,0,1
608,36,63,1,1,1
609,28,29,0,0,0
610,52,51,0,1,1
611,39,89,1,0,1
612,32,45,1,1,1
613,47,107,1,1,1
614,48,60,1,1,1
615,32,65,1,1,1
616,54,33,1,0,0
617,25,64,1,0,0
618,37,45,1,0,0
619,24,119,1,1,1
620,44,26,0,1,0
621,21,56,0,1,0
622,29,119,1,1,1
623,49,69,1,1,1
624,24,85,1,1,1
625,52,48,1,0,0
626,20,103,0,0,1
627,37,74,1,0,1
628,51,28,1,0,0
629,30,50,1,1,1
630,40,104,0,1,1
631,45,118,0,1,1
632,44,112,1,0,1
633,41,37,0,0,0
634,46,71,0,1,1
635,32,49,0,0,0
636,52,96,0,1,1
637,53,30,0,0,0
638,54,44,1,0,0
639,20,45,1,1,1
640,40,103,0,0,1
641,25,108,1,0,1
642,47,29,0,1,0
643,36,96,0,0,1
644,24,51,0,1,0
645,50,118,0,1,1
646,24,73,1,0,1
647,57,44,1,0,0
648,22,107,1,0,1
649,42,48,1,1,1
650,56,54,0,0,0
651,56,71,0,0,0
652,29,104,1,1,1
653,29,31,1,1,0
654,38,67,0,0,0
655,36,26,1,0,0
656,40,90,0,0,1
657,33,104,1,0,1
658,28,72,1,0,1
659,20,100,1,1,1
660,32,87,1,1,1
661,23,64,0,0,0
662,20,52,1,0,0
663,59,91,1,0,1
664,51,76,1,1,1
665,53,37,1,0,0
666,47,35,0,1,0
667,50,114,1,1,1
668,27,67,1,1,1
669,58,60,0,0,0
670,45,100,0,1,1
671,53,82,0,0,1
672,22,48,1,0,0
673,31,36,1,1,1
674,20,45,1,1,1
675,24,93,0,1,1
676,49,98,0,1,1
677,49,50,0,0,0
678,36,59,1,0,0
679,42,68,0,1,1
680,34,27,0,1,0
681,56,68,1,1,1
682,40,83,0,0,1
683,33,64,1,1,1
684,21,59,0,1,0
685,30,21,1,0,0
686,58,72,1,0,1
687,57,98,0,1,1
688,53,74,1,1,1
689,57,43,0,1,1
690,53,47,0,1,1
691,37,25,0,1,0
692,49,59,0,0,0
693,34,86,0,0,1
694,46,99,0,0,1
695,53,85,1,1,1
696,57,29,1,0,0
697,52,22,0,0,0
698,43,30,1,0,0
699,34,44,1,0,0
700,49,85,0,0,1
701,36,28,0,0,0
702,24,80,1,0,1
703,48,102,0,0,1
704,23,78,1,0,1
705,29,113,1,1,1
706,36,20,1,1,0
707,29,42,0,1,0
708,36,20,0,1,0
709,39,30,0,1,0
710,43,99,0,1,1
711,24,48,0,1,0
712,53,26,1,1,1
713,25,57,0,0,0
714,21,23,0,1,0
715,32,119,0,0,1
716,30,29,1,0,0
717,42,73,0,0,0
718,35,107,1,0,1
719,50,49,1,0,0
720,30,29,1,0,0
721,35,73,0,0,0
722,27,60,0,0,0
723,23,26,0,0,0
724,59,75,1,1,1
725,23,116,1,0,1
726,44,39,0,1,0
727,22,25,0,1,0
728,51,105,1,1,1
729,22,35,0,0,0
730,46,35,1,0,0
731,48,117,1,0,1
732,51,42,1,1,1
733,38,22,1,1,0
734,40,105,1,0,1
735,24,47,0,1,0
736,37,38,1,0,0
737,47,77,0,1,1
738,41,80,1,1,1
739,40,59,1,1,1
740,25,104,0,1,1
741,20,116,1,1,1
742,24,22,0,1,0
743,31,52,1,0,0
744,45,27,1,1,0
745,53,58,1,0,1
746,33,94,1,0,1
747,45,61,0,0,0
748,46,111,0,0,1
749,28,47,0,0,0
750,45,48,0,0,0
751,41,39,1,0,0
752,49,114,0,0,1
753,36,71,0,0,0
754,45,100,0,1,1
755,55,97,1,1,1
756,20,55,1,0,0
757,27,116,1,1,1
758,54,40,0,1,0
759,34,56,0,0,0
760,41,117,1,0,1
761,33,37,1,1,1
762,45,92,0,0,1
763,47,37,0,1,0
764,42,88,0,0,1
765,33,95,0,0,1
766,43,75,0,1,1
767,21,85,0,1,1
768,45,21,1,0,0
769,33,40,0,0,0
770,26,35,0,1,0
771,22,55,0,1,0
772,42,118,0,1,1
773,37,103,0,1,1
774,57,53,1,1,1
775,54,117,1,1,1
776,34,39,0,1,0
777,44,95,1,0,1
778,56,42,1,1,1
779,47,52,0,0,0
780,29,26,0,1,0
781,58,70,0,0,0
782,36,64,0,1,1
783,58,87,0,1,1
784,41,67,1,1,1
785,45,98,1,0,1
786,44,94,1,1,1
787,36,88,0,0,1
788,32,83,1,0,1
789,39,33,1,0,0
790,44,69,0,0,0
791,23,28,0,1,0
792,29,63,1,1,1
793,22,115,1,0,1
794,37,40,1,1,1
795,55,108,0,1,1
796,41,83,0,0,1
797,53,75,1,0,1
798,27,101,1,1,1
799,59,30,0,0,0
800,38,114,1,0,1
801,56,76,0,1,1
802,25,114,1,0,1
803,45,101,1,0,1
804,53,105,0,0,1
805,25,100,0,1,1
806,56,106,0,1,1
807,52,57,0,0,0
808,41,47,0,1,0
809,40,26,0,1,0
810,25,53,1,0,0
811,25,21,0,1,0
812,23,63,0,0,0
813,49,85,0,0,1
814,30,41,0,1,0
815,49,77,0,0,1
816,50,20,0,1,0
817,43,117,0,1,1
818,28,56,0,1,1
819,22,76,1,0,1
820,50,30,1,0,0
821,59,80,0,1,1
822,56,110,1,0,1
823,55,33,0,1,0
824,43,91,0,1,1
825,50,100,0,0,1
826,25,96,1,1,1
827,21,26,0,0,0
828,39,98,1,0,1
829,47,60,0,0,0
830,30,34,1,1,0
831,23,119,0,0,1
832,34,97,1,1,1
833,25,113,0,0,1
834,49,81,0,0,1
835,57,77,1,0,1
836,21,66,0,0,0
837,34,55,1,1,1
838,30,97,1,1,1
839,27,23,0,0,0
840,45,92,1,0,1
841,24,116,0,1,1
842,25,77,0,1,1
843,45,79,0,0,1
844,23,91,1,1,1
845,38,98,0,1,1
846,39,48,1,1,1
847,52,84,0,1,1
848,39,46,1,0,0
849,31,97,1,0,1
850,20,91,1,0,1
851,45,26,0,1,0
852,33,107,0,0,1
853,57,99,0,1,1
854,56,84,1,1,1
855,30,95,0,0,1
856,55,60,0,0,0
857,32,93,0,0,1
858,22,61,0,1,1
859,52,54,1,0,1
860,25,53,1,0,0
861,29,28,0,1,0
862,24,68,1,0,1
863,42,41,1,1,1
864,29,56,1,0,0
865,21,79,1,0,1
866,32,31,1,0,0
867,59,55,1,0,1
868,21,61,1,0,0
869,39,115,1,0,1
870,20,100,0,0,1
871,56,21,0,1,0
872,28,50,1,1,1
873,36,39,0,0,0
874,28,57,1,0,0
875,30,24,0,0,0
876,34,91,0,0,1
877,43,35,1,1,1
878,57,79,0,1,1
879,54,115,1,0,1
880,49,22,1,1,0
881,50,92,1,1,1
882,24,119,1,1,1
883,33,52,0,0,0
884,30,89,1,0,1
885,28,115,0,1,1
886,53,37,1,1,1
887,31,23,1,0,0
888,54,63,1,0,1
889,54,111,1,1,1
890,20,54,1,1,1
891,59,117,1,0,1
892,41,53,0,1,1
893,48,56,1,1,1
894,27,116,0,0,1
895,30,35,1,0,0
896,56,79,1,0,1
897,33,100,0,0,1
898,49,42,1,0,0
899,54,30,1,0,0
900,40,53,0,1,1
901,56,77,1,1,1
902,24,108,1,1,1
903,38,67,0,1,1
904,33,102,0,0,1
905,45,91,1,0,1
906,23,87,0,1,1
907,44,25,0,0,0
908,44,107,0,0,1
909,37,103,0,1,1
910,59,22,1,1,1
911,27,77,1,0,1
912,58,42,1,1,1
913,59,76,0,1,1
914,33,102,0,0,1
915,51,20,0,0,0
916,57,22,0,0,0
917,52,42,1,1,1
918,42,20,0,1,0
919,34,24,0,1,0
920,52,47,0,0,0
921,44,88,1,0,1
922,36,102,1,0,1
923,52,63,1,0,1
924,21,32,0,1,0
925,33,113,1,0,1
926,59,91,0,1,1
927,59,100,1,1,1
928,58,44,1,1,1
929,25,95,1,1,1
930,25,48,0,1,0
931,22,20,0,0,0
932,26,85,0,1,1
933,27,53,0,1,0
934,34,78,0,1,1
935,48,116,0,0,1
936,52,84,1,0,1
937,49,93,0,1,1
938,58,101,1,1,1
939,46,41,1,1,1
940,55,72,0,0,0
941,48,50,1,0,0
942,57,85,0,0,1
943,52,106,1,0,1
944,56,22,1,1,1
945,46,65,1,1,1
946,52,63,0,0,0
947,23,107,1,0,1
948,41,108,0,0,1
949,21,60,0,0,0
950,29,32,0,1,0
951,24,29,0,0,0
952,29,81,1,0,1
953,52,25,1,1,1
954,57,88,1,0,1
955,32,69,0,1,1
956,50,58,1,1,1
957,55,99,1,1,1
958,43,62,0,1,1
959,34,104,0,0,1
960,48,61,0,1,1
961,27,59,0,0,0
962,24,24,0,0,0
963,48,116,1,0,1
964,23,86,0,1,1
965,31,80,1,0,1
966,21,34,0,0,0
967,46,29,0,1,0
968,50,20,1,0,0
969,55,82,1,0,1
970,55,93,1,1,1
971,45,35,1,1,1
972,46,114,0,1,1
973,24,47,0,0,0
974,39,56,0,1,1
975,30,110,0,1,1
976,29,73,0,0,0
977,59,30,1,1,1
978,57,104,1,1,1
979,25,56,1,1,1
980,27,57,0,0,0
981,42,53,1,1,1
982,45,41,0,0,0
983,31,93,0,0,1
984,45,74,1,1,1
985,32,23,1,0,0
986,59,63,0,0,0
987,37,24,0,1,0
988,44,106,1,0,1
989,52,99,0,1,1
990,59,75,0,0,1
991,31,38,1,1,1
992,55,34,1,0,0
993,23,70,0,0,0
994,24,44,0,0,0
995,56,95,1,0,1
996,27,116,1,1,1
997,47,91,0,1,1
998,50,72,1,0,1
999,28,86,0,0,1
1000,48,63,1,0,1
1001,33,57,1,1,1
1002,59,80,0,1,1
1003,41,88,1,0,1
1004,30,65,1,0,1
1005,42,79,1,0,1
1006,20,51,0,1,0
1007,56,42,0,1,1
1008,40,38,1,0,0
1009,45,46,0,1,0
1010,55,104,1,1,1
1011,42,53,0,0,0
1012,20,85,0,1,1
1013,59,72,1,0,1
1014,34,28,1,1,0
1015,40,50,0,1,1
1016,28,75,0,1,1
1017,28,115,1,0,1
1018,29,93,0,0,1
1019,45,55,1,1,1
1020,54,44,0,1,1
1021,44,20,0,0,0
1022,45,105,0,0,1
1023,30,24,0,0,0
1024,57,70,1,0,1
1025,21,52,1,1,1
1026,26,72,0,0,0
1027,37,100,0,1,1
1028,46,105,1,1,1
1029,53,102,1,0,1
1030,46,80,1,1,1
1031,36,54,0,0,0
1032,43,54,1,1,1
1033,44,102,1,1,1
1034,26,46,0,1,0
1035,25,30,1,0,0
1036,43,47,0,0,0
1037,52,29,1,1,1
1038,48,54,0,0,0
1039,41,37,1,1,1
1040,45,24,0,0,0
1041,47,25,0,0,0
1042,40,105,1,1,1
1043,26,49,0,0,0
1044,36,101,0,1,1
1045,39,84,0,0,1
1046,39,87,0,0,1
1047,41,81,1,0,1
1048,47,67,0,0,0
1049,59,43,0,0,0
1050,26,100,0,1,1
1051,20,62,0,0,0
1052,51,104,1,0,1
1053,32,91,1,1,1
1054,49,37,0,0,0
1055,42,52,1,1,1
1056,38,113,0,0,1
1057,51,28,1,1,1
1058,49,71,0,1,1
1059,48,30,1,0,0
1060,48,87,0,0,1
1061,49,21,1,1,0
1062,35,46,1,0,0
1063,59,37,1,1,1
1064,38,53,0,0,0
1065,37,73,0,0,0
1066,20,30,0,1,0
1067,33,85,1,0,1
1068,21,50,0,1,0
1069,47,63,0,1,1
1070,49,75,1,1,1
1071,57,108,0,1,1
1072,23,38,1,1,0
1073,20,51,0,0,0
1074,27,55,0,0,0
1075,48,90,0,0,1
1076,58,33,1,1,1
1077,22,64,0,0,0
1078,51,20,1,1,0
1079,29,71,0,0,0
1080,29,52,1,0,0
1081,38,53,1,1,1
1082,53,35,1,0,0
1083,52,114,1,1,1
1084,42,21,1,0,0
1085,47,81,0,0,1
1086,51,95,0,0,1
1087,26,38,0,0,0
1088,48,34,0,1,0
1089,27,99,1,0,1
1090,20,35,0,1,0
1091,22,47,1,0,0
1092,43,94,1,0,1
1093,42,25,0,0,0
1094,27,46,1,0,0
1095,56,100,1,1,1
1096,22,58,1,1,1
1097,52,30,1,1,1
1098,47,32,1,0,0
1099,27,96,0,1,1
1100,53,91,0,1,1
1101,54,44,0,1,1
1102,51,60,1,0,1
1103,43,56,1,0,0
1104,33,33,0,0,0
1105,51,40,1,1,1
1106,35,62,1,1,1
1107,23,63,0,1,1
1108,56,103,1,1,1
1109,40,103,1,0,1
1110,33,61,1,0,0
1111,50,46,1,1,1
1112,37,52,0,0,0
1113,26,50,1,1,1
1114,29,35,1,0,0
1115,26,26,0,1,0
1116,52,35,0,0,0
1117,42,65,0,1,1
1118,40,23,0,1,0
1119,38,22,0,1,0
1120,38,113,1,0,1
1121,55,38,0,1,0
1122,48,110,0,1,1
1123,37,48,1,1,1
1124,21,100,1,0,1
1125,20,84,1,0,1
1126,24,40,0,1,0
1127,39,116,0,1,1
1128,30,74,0,1,1
1129,21,108,1,1,1
1130,22,30,0,0,0
1131,42,118,1,1,1
1132,31,55,0,1,1
1133,39,58,0,0,0
1134,24,69,0,1,1
1135,56,47,0,0,0
1136,57,39,1,1,1
1137,49,58,0,0,0
1138,28,44,1,0,0
1139,53,65,1,0,1
1140,54,91,1,0,1
1141,41,51,0,0,0
1142,43,82,1,0,1
1143,36,103,0,1,1
1144,29,63,1,1,1
1145,49,60,1,1,1
1146,42,103,1,1,1
1147,51,28,0,0,0
1148,36,96,0,1,1
